Issue Type;Issue key;Issue id;Parent id;Summary;Assignee;Reporter;Priority;Status;Resolution;Created;Updated;Original Estimate;Remaining Estimate;Sprint;Sprint;Sprint;Sprint;Sprint;Sprint;Sprint;Sprint;Sprint
Sub-task;EMAP-305;131098;129593;Add Current and Old Version to main search;;mazzola;Minor;Closed;Done;03/05/2017 16:14;17/05/2017 15:41;7200;28800;EMAP Sprint 24;EMAP Sprint 25;EMAP Sprint 26;;;;;;
Story;EMAP-249;129586;;As a user I would like to have the same Look and feel as all the portal for the 'Group Creation' option;pastorim;battacar;Minor;Closed;Won't Fix;26/Apr/17 2:08 PM;17/05/2017 15:30;18000;0;EMAP Sprint 26;;;;;;;;
Sub-task;EMAP-326;133459;129593;Improve filter look and feel;olivada;olivada;Minor;Closed;Fixed;12/05/2017 16:34;16/05/2017 22:16;7200;0;EMAP Sprint 24;EMAP Sprint 25;EMAP Sprint 26;;;;;;
Story;EMAP-283;129648;;As developer I need to integrate MyReport with Mobila security;;battacar;Minor;To Do;;26/Apr/17 4:56 PM;16/05/2017 16:34;;;;;;;;;;;
Story;EMAP-275;129631;;As a user I would like to see a different color for the header;;battacar;Minor;To Do;;26/Apr/17 4:13 PM;16/05/2017 16:24;;;;;;;;;;;
Bug;EMAP-219;94043;;Some reports are showing vertical scrollbar when is not necessary;olivada;olivada;Minor;To Do;;23/11/2016 10:22;16/05/2017 16:23;;;Sprint 16;;;;;;;;
Story;EMAP-223;119575;;"Create a new view for GKAM dashboard ""Holydays""";olivada;galliani;Minor;To Do;;20/03/2017 17:22;16/05/2017 16:09;;;;;;;;;;;
Story;EMAP-272;129625;;As a developer i need to add the junits Request for services;olivada;battacar;Minor;Closed;Fixed;26/Apr/17 3:57 PM;15/05/2017 16:35;18000;0;EMAP Sprint 25;;;;;;;;
Story;EMAP-288;129879;;"As a user I would like to have the same Look and feel as all the portal for the ""new/edit"" dashboard";olivada;olivada;Minor;Closed;Fixed;27/Apr/17 10:23 AM;15/05/2017 16:33;10800;0;EMAP Sprint 25;;;;;;;;
Story;EMAP-265;129614;;As a user I won´t like to received the Welcome email anymore;pastorim;battacar;Minor;Closed;Fixed;26/Apr/17 3:32 PM;15/05/2017 16:27;3600;0;EMAP Sprint 25;;;;;;;;
Story;EMAP-234;129299;;As a user I would like to receive the emails with the consistent look and feel and text.;pastorim;battacar;Minor;Closed;Fixed;25/Apr/17 5:40 PM;15/05/2017 16:25;10800;10800;EMAP Sprint 25;;;;;;;;
Story;EMAP-85;108576;;Create migration script for 'Animal Health' to new ABAC permission schema;olivada;mazzola;Minor;Closed;Fixed;09/02/2017 19:44;15/05/2017 16:18;10800;0;EMAP Sprint 20;EMAP Sprint 25;;;;;;;
Task;EMAP-319;131977;;As a PO I need a Production Report's list ;olivada;battacar;Minor;Closed;Fixed;08/05/2017 16:41;15/05/2017 16:15;3600;0;EMAP Sprint 25;;;;;;;;
Story;EMAP-308;131906;;As user I don't want to see any request access element when I am not requesting access;olivada;olivada;Minor;Closed;Fixed;08/05/2017 10:56;15/05/2017 16:14;10800;0;EMAP Sprint 25;;;;;;;;
Story;EMAP-307;131679;;As user I would like open the links making click in the card image/description;olivada;olivada;Minor;Closed;Fixed;05/05/2017 14:24;15/05/2017 16:11;14400;1800;EMAP Sprint 25;;;;;;;;
Story;EMAP-315;131954;;"As admin user I would like to see the ""Approve All"" and ""Reject all"" buttons in disable when is not possible perform actions";olivada;olivada;Minor;Closed;Fixed;08/05/2017 13:51;15/05/2017 16:03;3600;0;EMAP Sprint 25;;;;;;;;
Story;EMAP-314;131953;;As user with edit and delete permission I want to see the buttons in the Card;pastorim;olivada;Minor;Closed;Fixed;08/05/2017 13:49;15/05/2017 16:00;18000;0;EMAP Sprint 25;;;;;;;;
Bug;EMAP-313;131951;;"The request access button is enable when shows ""access deny""";mazzola;olivada;Minor;Closed;Done;08/05/2017 13:47;15/05/2017 15:59;3600;0;EMAP Sprint 25;;;;;;;;
Story;EMAP-309;131938;;"As user I would like to see the option ""close"" as button next to ""Send request"" in request access";pastorim;olivada;Minor;Closed;Fixed;08/05/2017 12:45;15/05/2017 15:55;14400;14400;EMAP Sprint 25;;;;;;;;
Story;EMAP-245;129578;;Sales force: as user I would like to keep having the same security behavior ;mazzola;battacar;Minor;Closed;Done;26/Apr/17 1:42 PM;08/05/2017 13:47;10800;0;EMAP Sprint 24;;;;;;;;
Story;EMAP-300;130641;;As user I would like to see the Area name as part of information area;olivada;olivada;Minor;Closed;Fixed;02/05/2017 09:33;08/05/2017 11:42;7200;0;EMAP Sprint 24;;;;;;;;
Story;EMAP-248;129585;;As a user I would like to have the opportunity to create New Report into the Information area bar;olivada;battacar;Minor;Closed;Fixed;26/Apr/17 1:55 PM;08/05/2017 11:37;21600;0;EMAP Sprint 24;;;;;;;;
Story;EMAP-251;129589;;As an existing user I would like to have the opportunity to request access to new reports or Information area;olivada;battacar;Minor;Closed;Fixed;26/Apr/17 2:14 PM;08/05/2017 11:25;3600;0;EMAP Sprint 24;;;;;;;;
Story;EMAP-255;129596;;As user I do not want to have the 'Download' option into the Version 3 portal deploy;mazzola;battacar;Minor;Closed;Fixed;26/Apr/17 2:35 PM;08/05/2017 11:25;0;0;EMAP Sprint 24;;;;;;;;
Story;EMAP-254;129595;;As user I do not want to have the 'Link' option into the Version 3 portal deploy;pastorim;battacar;Minor;Closed;Fixed;26/Apr/17 2:34 PM;08/05/2017 11:25;0;0;EMAP Sprint 24;;;;;;;;
Story;EMAP-173;124444;;As a application security responsable I want to see the logout button only in dev and test environment.;olivada;mazzola;Minor;Closed;Fixed;05/Apr/17 7:21 PM;08/05/2017 11:24;21600;0;EMAP Sprint 21;EMAP Sprint 22;EMAP Sprint 24;;;;;;
Story;EMAP-253;129594;;As a user I would like to have the correct order and Look and feel of the Filters;pastorim;battacar;Minor;Closed;Fixed;26/Apr/17 2:30 PM;08/05/2017 11:24;18000;0;EMAP Sprint 24;;;;;;;;
Story;EMAP-235;129304;;As a user I would like to see the correct look and feel for each report;pastorim;battacar;Minor;Closed;Fixed;25/Apr/17 5:47 PM;08/05/2017 11:23;21600;0;EMAP Sprint 24;;;;;;;;
Story;EMAP-247;129581;;As a user I wont like to see a line below the Request icon when I am in Chrome;olivada;battacar;Minor;Closed;Fixed;26/Apr/17 1:48 PM;08/05/2017 11:19;7200;0;EMAP Sprint 24;;;;;;;;
Story;EMAP-306;131676;;As user I would want to be able to close the request access window;olivada;olivada;Minor;Closed;Fixed;05/05/2017 14:18;08/05/2017 11:10;3600;0;EMAP Sprint 24;;;;;;;;
Story;EMAP-197;126761;;As user I would like to see a text when the request access is sent, explaining the next steps;pastorim;olivada;Minor;Closed;Fixed;17/Apr/17 6:21 PM;28/Apr/17 4:57 PM;10800;10800;EMAP Sprint 22;EMAP Sprint 23;;;;;;;
Story;EMAP-264;129613;;As a user I won't like to see white spaces between the header and the carrusel;olivada;battacar;Minor;Closed;Fixed;26/Apr/17 3:30 PM;28/Apr/17 4:57 PM;3600;3600;EMAP Sprint 23;;;;;;;;
Bug;EMAP-201;128245;;When approving access request for group, existing element subject attributes should be removed;pastorim;mazzola;Minor;Closed;Done;21/Apr/17 2:24 PM;28/Apr/17 4:57 PM;18000;10800;EMAP Sprint 23;;;;;;;;
Task;EMAP-226;128310;;Remove hardcoded ActionIds in MailRecipientDaoJdbc queries;mazzola;mazzola;Minor;Closed;Fixed;21/Apr/17 6:25 PM;28/Apr/17 4:56 PM;7200;7200;EMAP Sprint 23;;;;;;;;
Bug;EMAP-204;128284;;"Enable ""Send Request"" button only when access request item list is not empty";pastorim;mazzola;Minor;Closed;Fixed;21/Apr/17 4:36 PM;28/Apr/17 4:56 PM;3600;3600;EMAP Sprint 23;;;;;;;;
Story;EMAP-168;123489;;As PO I would like the migration of GKAM area code;olivada;olivada;Minor;Closed;Fixed;04/Apr/17 3:40 PM;28/Apr/17 4:56 PM;7200;21600;EMAP Sprint 22;EMAP Sprint 23;;;;;;;
Story;EMAP-262;129610;;As a User I wont like to see personal information into the Summary Request window;olivada;battacar;Minor;Closed;Fixed;26/Apr/17 3:17 PM;28/Apr/17 4:56 PM;3600;3600;EMAP Sprint 23;;;;;;;;
Story;EMAP-180;124451;;New user approval window (improvement) ;olivada;mazzola;Minor;Closed;Fixed;05/Apr/17 7:26 PM;28/Apr/17 4:56 PM;18000;18000;EMAP Sprint 21;EMAP Sprint 22;EMAP Sprint 23;;;;;;
Story;EMAP-160;123125;;As user I would like a better user experience in the request access resume window;olivada;olivada;Minor;Closed;Fixed;03/Apr/17 11:29 AM;28/Apr/17 4:56 PM;7200;86400;EMAP Sprint 20;EMAP Sprint 22;EMAP Sprint 23;;;;;;
Story;EMAP-241;129558;;Review the necessity of the filters in common life;battacar;battacar;Minor;To Do;;26/Apr/17 12:01 PM;28/Apr/17 11:56 AM;;;;;;;;;;;
Story;EMAP-292;129989;;As developer I would like a refactor of Subject Attribute Dao and services;;olivada;Minor;To Do;;27/Apr/17 3:07 PM;27/Apr/17 3:07 PM;;;;;;;;;;;
Story;EMAP-209;68339;;As user I want to be able to change my default lenguage;olivada;olivada;Minor;Closed;Duplicate;10/06/2016 11:38;27/Apr/17 11:31 AM;;;;;;;;;;;
Story;EMAP-202;128274;; Add prefix MYRPTS_ to access_request and access_request_item and refactor code;;mazzola;Minor;To Do;;21/Apr/17 3:39 PM;27/Apr/17 9:52 AM;10800;180;;;;;;;;;
Story;EMAP-277;129636;;Review the Flow if the Owner leave the company and he did not assign any replacement;;battacar;Minor;To Do;;26/Apr/17 4:30 PM;27/Apr/17 9:52 AM;;;;;;;;;;;
Story;EMAP-281;129646;;Create the Self service functionality;;battacar;Minor;To Do;;26/Apr/17 4:53 PM;27/Apr/17 9:51 AM;;;;;;;;;;;
Story;EMAP-285;129651;;As a user I would like to be able to recommend my own reports to other users;;battacar;Minor;To Do;;26/Apr/17 5:01 PM;27/Apr/17 9:51 AM;;;;;;;;;;;
Story;EMAP-287;129653;;As developer I need to integrate MyReport with Cognos security;;battacar;Minor;To Do;;26/Apr/17 5:03 PM;27/Apr/17 9:51 AM;;;;;;;;;;;
Story;EMAP-280;129640;;As a user I would like to see the correct look and feel for the Self Service information area;;battacar;Minor;To Do;;26/Apr/17 4:43 PM;27/Apr/17 9:51 AM;;;;;;;;;;;
Story;EMAP-279;129639;;As a developer I need to unify the request access for MyReports and cognos;;battacar;Minor;To Do;;26/Apr/17 4:41 PM;27/Apr/17 9:51 AM;;;;;;;;;;;
Story;EMAP-224;115587;;GKAMD -Create Cycle applet;;galliani;Minor;To Do;;03/03/2017 17:12;26/Apr/17 4:37 PM;;;Sprint 19;;;;;;;;
Task;EMAP-4;91676;;As a developer I would like have all the sql scripts with execution order.;;olivada;Minor;In Review;;09/11/2016 16:23;26/Apr/17 4:35 PM;28800;28800;EMAP Sprint 1;EMAP Sprint 2;EMAP Sprint 3;EMAP Sprint 4;;;;;
Task;EMAP-210;64448;;Implement configuration for reports filesystem analysis in order to allow disable;olivada;olivada;Minor;To Do;;18/05/2016 10:52;26/Apr/17 11:15 AM;;;;;;;;;;;
Story;EMAP-207;68337;;As a user I would like to be able to select my default view;olivada;olivada;Minor;Closed;Won't Fix;10/06/2016 11:31;26/Apr/17 11:12 AM;;;;;;;;;;;
Story;EMAP-211;68328;;As a user I would like define my language in the application;olivada;olivada;Minor;Closed;Duplicate;10/06/2016 11:08;26/Apr/17 11:10 AM;;;;;;;;;;;
Story;EMAP-216;76746;;"As a developer I want that all table's application include the prefix  ""MYREP_""";olivada;olivada;Minor;To Do;;04/Aug/16 2:19 PM;26/Apr/17 11:03 AM;;;;;;;;;;;
Story;EMAP-215;75641;;As a admin I would like to add several users at the same time (bulk);olivada;olivada;Minor;To Do;;28/07/2016 09:59;26/Apr/17 11:03 AM;;;;;;;;;;;
Bug;EMAP-135;121392;;Issues in Download view in manual SFA roles (Sales manager and local);;olivada;Minor;Closed;Won't Fix;27/03/2017 09:50;26/Apr/17 11:00 AM;;;;;;;;;;;
Task;EMAP-199;126967;;Clear unnecesary resources like images from proyect;;olivada;Minor;To Do;;18/Apr/17 10:45 AM;26/Apr/17 10:58 AM;;;;;;;;;;;
Story;EMAP-183;124648;;Re-diseñar el front-end;;battacar;Minor;Closed;Fixed;06/Apr/17 11:13 AM;24/Apr/17 12:54 PM;;;;;;;;;;;
Story;EMAP-182;124647;;Aplicar paleta de colores nueva al diseño actual;;battacar;Minor;Closed;Fixed;06/Apr/17 11:12 AM;24/Apr/17 12:54 PM;;;;;;;;;;;
Story;EMAP-49;104624;;As a user I would like to see the tree and the permission align in the EditPermissionWindow;;olivada;Minor;Closed;Won't Fix;23/Jan/17 2:09 PM;24/Apr/17 12:49 PM;;;;;;;;;;;
Story;EMAP-115;116616;;As PO I would like use a combo to select to which area I want to assign permissions in permission window;;olivada;Minor;Closed;Won't Fix;08/03/2017 09:49;24/Apr/17 12:49 PM;14400;14400;;;;;;;;;
Story;EMAP-99;113217;;As developer I would like extract the convertion from AccessLink to Panel in a builder;;olivada;Minor;Closed;Won't Fix;21/02/2017 10:18;24/Apr/17 12:45 PM;;;;;;;;;;;
Story;EMAP-96;109570;;As developer I don't want to see unnecessary commented code.;;olivada;Minor;Closed;Fixed;13/02/2017 12:22;24/Apr/17 12:39 PM;3600;3600;EMAP Sprint 20;;;;;;;;
Story;EMAP-128;121069;;As user admin I would like don't loose the position of the last operation when I save a permission change;pastorim;alfonsma;Minor;Closed;Fixed;24/03/2017 20:47;24/Apr/17 12:24 PM;14400;240;EMAP Sprint 20;;;;;;;;
Bug;EMAP-188;125416;;In group creation, the application is failing when the region combobox value is changed;;olivada;Minor;Closed;Fixed;10/Apr/17 5:30 PM;24/Apr/17 12:19 PM;;;;;;;;;;;
Story;EMAP-192;125679;;"As user I would like to see the text ""Information Area"" instead of ""Source""  in portal";;olivada;Minor;Closed;Won't Fix;11/Apr/17 3:38 PM;24/Apr/17 12:14 PM;;;;;;;;;;;
Bug;EMAP-203;128280;;Remove close button from PersonalInfo modal;;mazzola;Minor;Closed;Won't Fix;21/Apr/17 4:11 PM;24/Apr/17 12:10 PM;;;;;;;;;;;
Story;EMAP-193;125680;;As user I would like to see a table in the resume request window.;;olivada;Minor;Closed;Fixed;11/Apr/17 3:40 PM;24/Apr/17 12:01 PM;;;;;;;;;;;
Story;EMAP-205;117922;;As user I would like to send welcome email in the defined language;olivada;olivada;Minor;Closed;Won't Fix;14/03/2017 10:45;24/Apr/17 11:42 AM;;;;;;;;;;;
Story;EMAP-172;124442;;Build information area combobox (group) ;olivada;mazzola;Minor;Closed;Fixed;05/Apr/17 7:19 PM;24/Apr/17 11:32 AM;7200;7200;EMAP Sprint 21;EMAP Sprint 22;;;;;;;
Story;EMAP-181;124452;;Add option “Request Access” inside portal;pastorim;mazzola;Minor;Closed;Fixed;05/Apr/17 7:29 PM;24/Apr/17 11:32 AM;28800;18000;EMAP Sprint 22;;;;;;;;
Story;EMAP-186;125397;;"As user I would like execute seach with ""enter"" in textfield search";olivada;olivada;Minor;Closed;Fixed;10/Apr/17 3:05 PM;24/Apr/17 11:32 AM;900;900;EMAP Sprint 22;;;;;;;;
Story;EMAP-195;126052;;"As user I don't want to see the column ""Action"" in the resume request access window";olivada;olivada;Minor;Closed;Fixed;12/Apr/17 2:26 PM;24/Apr/17 11:32 AM;1800;1800;EMAP Sprint 22;;;;;;;;
Story;EMAP-194;125683;;"As user I would like to see the text ""Search..."" (in all laguanges) in the search textfield ";olivada;olivada;Minor;Closed;Fixed;11/Apr/17 3:43 PM;24/Apr/17 11:31 AM;1200;1200;EMAP Sprint 22;;;;;;;;
Task;EMAP-158;122828;;Code review sprint 19;mazzola;olivada;Minor;Closed;Fixed;31/03/2017 17:01;24/Apr/17 11:31 AM;10800;10800;EMAP Sprint 20;EMAP Sprint 21;EMAP Sprint 22;;;;;;
Bug;EMAP-153;122142;;Dashboard Tab. Edit Dashboard is not be able. Fuente combobox is empty and it is obligatory.;pastorim;alfonsma;Minor;Closed;Won't Fix;29/03/2017 15:05;21/Apr/17 2:13 PM;18000;7200;EMAP Sprint 20;EMAP Sprint 21;EMAP Sprint 22;;;;;;
Story;EMAP-94;109561;;As user I would like to see the region combobox with the options available for the selected area ;;olivada;Minor;Closed;Won't Fix;13/02/2017 12:16;20/Apr/17 7:50 PM;;;;;;;;;;;
Story;EMAP-165;123157;;As a users I would like to see an icon when flag is not available in carousel region selection ;olivada;olivada;Minor;Closed;Won't Do;03/Apr/17 12:04 PM;20/Apr/17 7:48 PM;;;;;;;;;;;
Story;EMAP-191;125677;;As owner or grant permission I would want to see, in the reject justification windows, a legend notifying that the reject text will be included in an email to the user;mazzola;olivada;Minor;Closed;Fixed;11/Apr/17 3:37 PM;17/Apr/17 5:44 PM;;;EMAP Sprint 21;;;;;;;;
Story;EMAP-190;125675;;As user I would like to recieve an email when the access request is accepted or rejected (with justification);pastorim;olivada;Minor;Closed;Fixed;11/Apr/17 3:33 PM;17/Apr/17 5:43 PM;;;EMAP Sprint 21;;;;;;;;
Story;EMAP-171;124441;;Build region combobox ;olivada;mazzola;Minor;Closed;Fixed;05/Apr/17 7:18 PM;17/Apr/17 5:40 PM;7200;7200;EMAP Sprint 21;;;;;;;;
Story;EMAP-174;124445;;Build information area carousels;pastorim;mazzola;Minor;Closed;Fixed;05/Apr/17 7:21 PM;17/Apr/17 5:39 PM;68400;68400;EMAP Sprint 21;;;;;;;;
Sub-task;EMAP-178;124449;124445;Update buttons in information area carousels title bars and their cards ;pastorim;mazzola;Minor;Closed;Fixed;05/Apr/17 7:24 PM;17/Apr/17 5:39 PM;;;EMAP Sprint 21;;;;;;;;
Sub-task;EMAP-176;124447;124445;Add plus/minus button to Carousel component title ;pastorim;mazzola;Minor;Closed;Fixed;05/Apr/17 7:23 PM;17/Apr/17 5:39 PM;;;EMAP Sprint 21;;;;;;;;
Sub-task;EMAP-177;124448;124445;Plus/minus button in carousel cards ;pastorim;mazzola;Minor;Closed;Fixed;05/Apr/17 7:24 PM;17/Apr/17 5:39 PM;;;EMAP Sprint 21;;;;;;;;
Sub-task;EMAP-187;125415;124445;Load all selected permission in cards/information areas when the region combobox value is chenged;pastorim;olivada;Minor;Closed;Fixed;10/Apr/17 5:28 PM;17/Apr/17 5:39 PM;;;EMAP Sprint 21;;;;;;;;
Sub-task;EMAP-175;124446;124445;Load carousels in carousel container ;pastorim;mazzola;Minor;Closed;Fixed;05/Apr/17 7:22 PM;17/Apr/17 5:39 PM;;;EMAP Sprint 21;;;;;;;;
Sub-task;EMAP-124;121064;115912;Persist access request (integration back and front);feandres;mazzola;Minor;Closed;Won't Fix;24/03/2017 20:18;10/Apr/17 5:25 PM;;;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Sub-task;EMAP-123;121063;115912;Set styling for Carrousel Components ;perezbon;mazzola;Minor;Closed;Won't Fix;24/03/2017 20:16;10/Apr/17 5:24 PM;;;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Story;EMAP-170;124332;;Area combobox should only display Dashboard and Animal Health in Add Group modal from User Permission window;perezbon;mazzola;Minor;Closed;Fixed;05/Apr/17 12:58 PM;07/Apr/17 5:18 PM;;;EMAP Sprint 20;;;;;;;;
Bug;EMAP-116;118323;;The group in tree is showing the description of the group instead of information area description;pastorim;olivada;Minor;Closed;Fixed;15/03/2017 16:25;07/Apr/17 5:18 PM;7200;7200;EMAP Sprint 20;;;;;;;;
Bug;EMAP-169;123540;;The element in tree is showing the description of the element instead of access link text to show;pastorim;pastorim;Minor;Closed;Fixed;04/Apr/17 4:56 PM;07/Apr/17 5:17 PM;7200;7200;EMAP Sprint 20;;;;;;;;
Bug;EMAP-150;122130;;Tab Admin. Edit Permission. SFA/Dashboard Group. Confirmation pop up is not friendly: Aplicar permisos en todos los nivelesapplication.admin.userapplychildrenchanges.applychangesquestion;pastorim;alfonsma;Minor;Closed;Fixed;29/03/2017 14:33;07/Apr/17 5:17 PM;3600;3600;EMAP Sprint 20;;;;;;;;
Bug;EMAP-126;121067;;"In the tree, animal health does not show ""Restricted Access"" tick";pastorim;alfonsma;Minor;Closed;Fixed;24/03/2017 20:36;07/Apr/17 5:17 PM;3600;3600;EMAP Sprint 20;;;;;;;;
Task;EMAP-156;122823;;Build access item list;;olivada;Minor;Closed;Won't Do;31/03/2017 16:53;05/Apr/17 7:39 PM;;;EMAP Sprint 20;;;;;;;;
Bug;EMAP-167;123187;;In the executive reports carousel area, is not possible access to bottom elements;;olivada;Minor;Closed;Won't Do;03/Apr/17 1:42 PM;05/Apr/17 7:38 PM;;;EMAP Sprint 20;;;;;;;;
Bug;EMAP-166;123186;;When a source is selected the others still market as selected;;olivada;Minor;Closed;Won't Do;03/Apr/17 1:31 PM;05/Apr/17 7:38 PM;;;EMAP Sprint 20;;;;;;;;
Story;EMAP-164;123155;;As user I would like see the group and region card smaller;;olivada;Minor;Closed;Won't Do;03/Apr/17 11:58 AM;05/Apr/17 7:35 PM;;;;;;;;;;;
Bug;EMAP-132;121073;;Is possible to create multiple groups with the same name in the same region;perezbon;alfonsma;Minor;Closed;Fixed;24/03/2017 21:03;05/Apr/17 4:31 PM;7200;7200;EMAP Sprint 20;;;;;;;;
Bug;EMAP-151;122138;;Tab Admin. Edit Permission. Dashboard Group: Create permissions. The option Create is not be able;perezbon;alfonsma;Minor;Closed;Won't Fix;29/03/2017 14:51;03/Apr/17 1:50 PM;;;EMAP Sprint 20;;;;;;;;
Bug;EMAP-134;121391;;The manual sales manager role is not showing the search user combobox ;;alfonsma;Minor;Closed;Won't Fix;27/03/2017 09:49;03/Apr/17 1:48 PM;;;EMAP Sprint 20;;;;;;;;
Bug;EMAP-159;123083;;Missing translation;;olivada;Minor;Closed;Fixed;03/Apr/17 10:37 AM;03/Apr/17 11:11 AM;;;EMAP Sprint 20;;;;;;;;
Story;EMAP-89;108580;;Create migration script for 'Executive Report' to new ABAC permission schema;olivada;mazzola;Minor;Closed;Fixed;09/02/2017 19:49;03/Apr/17 10:41 AM;3600;3600;EMAP Sprint 19;;;;;;;;
Bug;EMAP-133;121388;;The sales manager and local sfa roles are not showing Dashboard Tab;olivada;alfonsma;Minor;Closed;Fixed;27/03/2017 09:39;03/Apr/17 10:40 AM;18000;18000;EMAP Sprint 19;;;;;;;;
Story;EMAP-136;121395;;As admin User I would like to find users even when the text has spaces;olivada;olivada;Minor;Closed;Fixed;27/03/2017 09:54;03/Apr/17 10:40 AM;1800;1800;EMAP Sprint 19;;;;;;;;
Story;EMAP-131;121072;;As a user admin I want to see the elements in alphabetical order in the tree;olivada;alfonsma;Minor;Closed;Fixed;24/03/2017 21:01;03/Apr/17 10:40 AM;21600;21600;EMAP Sprint 19;;;;;;;;
Story;EMAP-146;121841;;As admin user I want only see the correct roles;olivada;olivada;Minor;Closed;Fixed;28/03/2017 16:32;03/Apr/17 10:39 AM;7200;7200;EMAP Sprint 19;;;;;;;;
Story;EMAP-120;121058;;As a admin I would like to be the only able to assign admin rol;olivada;olivada;Minor;Closed;Fixed;24/03/2017 17:25;03/Apr/17 10:35 AM;10800;10800;EMAP Sprint 19;;;;;;;;
Sub-task;EMAP-113;116470;115912;Create modal for Personal Info Window;perezbon;mazzola;Minor;Closed;Fixed;07/03/2017 16:01;31/03/2017 16:46;14400;14400;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Sub-task;EMAP-114;116471;115912;Create modal for Request Resume;perezbon;mazzola;Minor;Closed;Fixed;07/03/2017 16:01;31/03/2017 16:46;28800;28800;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Sub-task;EMAP-125;121065;115912;Add icons for Carrousel Cards;pastorim;mazzola;Minor;Closed;Fixed;24/03/2017 20:21;31/03/2017 16:45;;;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Sub-task;EMAP-112;116469;115912;Add listeners for carrousel cards;;mazzola;Minor;Closed;Fixed;07/03/2017 16:00;31/03/2017 16:45;57600;57600;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Sub-task;EMAP-110;116467;115912;Create Carrousel Cards;pastorim;mazzola;Minor;Closed;Fixed;07/03/2017 15:58;31/03/2017 16:45;14400;14400;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Sub-task;EMAP-111;116468;115912;Create new view from Request Access interface;mazzola;mazzola;Minor;Closed;Done;07/03/2017 15:59;31/03/2017 16:45;28800;28800;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Sub-task;EMAP-109;116466;115912;Create Carrousel components;mazzola;mazzola;Minor;Closed;Done;07/03/2017 15:57;31/03/2017 16:45;10800;10800;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Sub-task;EMAP-108;116465;115912;Create Slidemenu for Areas;feandres;mazzola;Minor;Closed;Fixed;07/03/2017 15:56;31/03/2017 16:45;28800;28800;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Sub-task;EMAP-107;116464;115906;Create AccessRequest JUnits;;mazzola;Minor;Closed;Fixed;07/03/2017 15:55;31/03/2017 16:42;10800;10800;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Sub-task;EMAP-105;116462;115906;Update NewUserApproval back-end logic    ;;mazzola;Minor;Closed;Fixed;07/03/2017 15:53;31/03/2017 16:41;18000;18000;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Sub-task;EMAP-106;116463;115906;Create new access request database schema;;mazzola;Minor;Closed;Fixed;07/03/2017 15:54;31/03/2017 16:41;3600;3600;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Sub-task;EMAP-104;116461;115906;Update RequestAccess back-end logic ;;mazzola;Minor;Closed;Fixed;07/03/2017 15:53;31/03/2017 16:41;57600;57600;EMAP Sprint 16;EMAP Sprint 17;EMAP Sprint 18;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 21;;;
Bug;EMAP-119;119635;;The application is throwing a exeption loading the access links in tree;;olivada;Minor;Closed;Fixed;20/03/2017 22:32;24/03/2017 21:15;;;;;;;;;;;
Bug;EMAP-39;102949;;In dev environment is not possible to create a group;;olivada;Minor;Closed;Fixed;16/Jan/17 2:03 PM;16/03/2017 17:14;;;;;;;;;;;
Bug;EMAP-103;116450;;Alert icons for different permissions are not showing up in Edit Permission interface;pastorim;mazzola;Minor;Closed;Fixed;07/03/2017 14:38;10/03/2017 16:45;10800;10800;EMAP Sprint 16;;;;;;;;
Sub-task;EMAP-87;108578;104485;Implement the front-end logic for 'Executive Report' area in Edit Permission interface;pastorim;mazzola;Minor;Closed;Done;09/02/2017 19:48;10/03/2017 16:44;;;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;;;;;;
